Gm#,Date,Boxscore,Tm,Location,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled,PA,AB,R.1,H,2B,3B,HR,RBI,SB,CS,BB,SO,BA,OBP,SLG,OPS,TB,GIDP,HBP,SH,SF,ROE,IBB,BAbip,LOB,#,Player,T,GmSc,Season,IP,Pit,Str,StL,StS,Pitchers Used (Rest-GameScore-Dec)
34,2022-05-14,boxscore,MIL,@,MIA,L,3,9,,21-13,1.0,up 2.5,Rogers,Lauer,,0.1458333333,N,12941.0,1.23,-,,35,34,3,8,0,0,2,3,1,0,0,11,0.235,0.31,0.415,0.725,14,1,1,0,0,0.0,0,0.286,5,10.0,Trevor Rogers,L,62.0,2022,8.0,170.0,104.0,26.0,19.0,"E.Lauer (7-46-L), T.Gott (4), J.Gustave (4), H.Milner (2), J.Mejía (2)"
35,2022-05-15,boxscore,MIL,@,MIA,W,7,3,,22-13,1.0,up 2.5,Woodruff,Hernández,Ashby,0.1479166667,D,11729.0,1.24,+,,43,35,7,9,1,0,3,7,3,0,6,6,0.236,0.312,0.419,0.731,19,1,1,0,1,1.0,0,0.222,9,10.0,Elieser Hernández,R,41.0,2022,9.0,149.0,96.0,22.0,25.0,"B.Woodruff (5-53-W), A.Ashby (6-S)"
36,2022-05-16,boxscore,MIL,,ATL,W,1,0,,23-13,1.0,up 3.0,Peralta,Anderson,Hader,0.1048611111,N,25880.0,1.23,++,,31,29,1,5,1,0,0,0,0,0,2,6,0.234,0.31,0.414,0.724,6,1,0,0,0,1.0,0,0.217,6,9.0,Ian Anderson,R,61.0,2022,9.0,133.0,87.0,30.0,23.0,"F.Peralta (5-82-W), D.Williams (2-H), J.Hader (2-S)"
37,2022-05-17,boxscore,MIL,,ATL,L,0,3,,23-14,1.0,up 2.5,Davidson,Houser,Jansen,0.1347222222,N,28910.0,1.26,-,,37,31,0,5,0,0,0,0,1,0,6,8,0.232,0.31,0.407,0.717,5,1,0,0,0,0.0,0,0.217,10,10.0,Tucker Davidson,L,61.0,2022,9.0,171.0,102.0,27.0,14.0,"A.Houser (5-66-L), T.Gott (2), B.Boxberger (6), B.Suter (5)"
38,2022-05-18,boxscore,MIL,,ATL,W-wo,7,6,11.0,24-14,1.0,up 3.5,Kelley,Chavez,,0.16875,D,27014.0,1.25,+,,44,38,7,10,2,1,1,7,2,0,5,11,0.233,0.311,0.408,0.719,17,0,0,0,1,0.0,1,0.333,9,10.0,Max Fried,L,50.0,2022,11.0,170.0,114.0,27.0,26.0,"C.Burnes (4-47), T.Gott (0), L.Perdomo (6), D.Williams (1), H.Milner (3), 
T.Kelley (99-W)"
39,2022-05-20,boxscore,MIL,,WSN,W,7,0,,25-14,1.0,up 4.0,Lauer,Fedde,,0.1152777778,N,29609.0,1.24,++,,37,31,7,9,2,0,2,7,0,0,6,5,0.235,0.313,0.412,0.725,17,0,0,0,0,0.0,0,0.292,6,9.0,Erick Fedde,R,54.0,2022,9.0,109.0,77.0,27.0,6.0,"E.Lauer (5-72-W), D.Williams (1-H), A.Ashby (4)"
40,2022-05-21,boxscore,MIL,,WSN,W,5,1,,26-14,1.0,up 4.0,Woodruff,Corbin,Hader,0.1340277778,N,34837.0,1.18,+++,,39,35,5,12,1,0,2,5,1,0,2,5,0.238,0.315,0.415,0.731,19,0,1,0,1,0.0,0,0.345,10,10.0,Patrick Corbin,L,33.0,2022,9.0,161.0,109.0,32.0,16.0,"B.Woodruff (5-64-W), B.Boxberger (3), T.Gott (2), H.Milner (2), J.Hader 
(4-S)"
41,2022-05-22,boxscore,MIL,,WSN,L,2,8,,26-15,1.0,up 3.0,Sanchez,Peralta,,0.1270833333,D,39822.0,1.18,-,,35,31,2,8,0,0,1,2,0,0,3,5,0.238,0.315,0.414,0.729,11,3,0,1,0,0.0,0,0.28,6,9.0,Aaron Sanchez,R,44.0,2022,9.0,162.0,107.0,25.0,15.0,"F.Peralta (5-28-L), B.Suter (4), L.Perdomo (3), H.Milner (0)"
42,2022-05-23,boxscore,MIL,@,SDP,L-wo,2,3,10.0,26-16,1.0,up 2.0,García,Sánchez,,0.1625,N,31504.0,1.26,--,,41,36,2,8,1,0,0,2,0,0,5,9,0.238,0.315,0.41,0.725,9,2,0,0,0,0.0,0,0.296,10,13.0,Nick Martinez,R,51.0,2022,9.2,182.0,111.0,26.0,18.0,"A.Houser (5-64), B.Boxberger (1-BS), T.Gott (1), D.Williams (2), M.Sánchez 
(99-L)"
43,2022-05-24,boxscore,MIL,@,SDP,W,4,1,,27-16,1.0,up 3.0,Burnes,Snell,Williams,0.1347222222,N,39834.0,1.25,+,,34,32,4,5,0,0,2,4,1,1,2,9,0.236,0.313,0.408,0.721,11,0,0,0,0,1.0,0,0.143,3,11.0,Blake Snell,L,55.0,2022,9.0,149.0,86.0,29.0,19.0,"C.Burnes (5-61-W), H.Milner (1-H), T.Gott (0-H), D.Williams (0-S)"
